logFC	ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene.symbols6
-2.53634095	1430802_at	-2.53634095	3.834527723	-3.884539664	0.001060271	0.217047077	-0.676125717	NA
-2.535807562	1416168_at	-2.535807562	6.10977631	-2.230325044	0.03848781	0.76473161	-3.736759682	Serpinf1
-2.528712005	1455729_at	-2.528712005	7.996052438	-2.151088241	0.045083648	0.796982985	-3.866988476	Gnaq
-2.521117512	1428359_s_at	-2.521117512	3.596102647	-1.883820336	0.075600581	0.910360362	-4.285806217	Zg16
-2.520708708	1457687_at	-2.520708708	8.170372274	-2.515416833	0.02144301	0.635061187	-3.248964144	Bcl2
-2.519976129	1437406_x_at	-2.519976129	7.168395207	-2.953733485	0.00839857	0.491518606	-2.453636833	Igfbp4
-2.518088392	1415897_a_at	-2.518088392	10.86267034	-3.580654508	0.00209566	0.296236823	-1.262002371	Mgst1
-2.507833765	1436897_at	-2.507833765	6.676705533	-2.37738113	0.028545991	0.695669497	-3.488652489	Mfhas1
-2.505688756	1448452_at	-2.505688756	8.783066475	-2.11311594	0.048597346	0.809343956	-3.928473449	Irf8
-2.502492078	1436729_at	-2.502492078	6.567522959	-2.898961322	0.009460929	0.514877195	-2.55533448	Afap1
-2.49888195	1420919_at	-2.49888195	9.426177258	-5.076419517	7.52E-05	0.065761912	1.575316525	Sgk3
-2.48684224	1452410_a_at	-2.48684224	8.71835589	-2.384540584	0.028129094	0.691178686	-3.476374762	Fes
-2.480476314	1448943_at	-2.480476314	7.750693918	-3.178852709	0.005124582	0.401867209	-2.030581223	Nrp1
-2.478261863	1456388_at	-2.478261863	8.080848365	-2.101481183	0.049722781	0.811833435	-3.947188454	Atp11a
-2.472281592	1437405_a_at	-2.472281592	11.14060456	-2.762711123	0.012695512	0.551255563	-2.805750801	Igfbp4
-2.471964306	1417804_at	-2.471964306	9.0486357	-2.142382949	0.045868061	0.802038977	-3.881138303	Rasgrp2
-2.46849812	1426397_at	-2.46849812	9.026242402	-4.923625372	0.000105018	0.070937521	1.294719088	Tgfbr2
-2.460494012	1448237_x_at	-2.460494012	5.902877017	-1.696257697	0.106804204	0.98222327	-4.558231384	Ldhb
-2.460451631	1420641_a_at	-2.460451631	9.074119633	-3.073687488	0.006460124	0.444225944	-2.229135225	Sqrdl
-2.452791759	1445647_at	-2.452791759	8.76586379	-3.932244819	0.000952631	0.204298439	-0.584169885	AI447881
-2.449128548	1438160_x_at	-2.449128548	6.624422383	-1.79463262	0.089270943	0.951886461	-4.417741502	Slco4a1
-2.436273016	1455235_x_at	-2.436273016	5.848820265	-1.989462105	0.061828861	0.860313481	-4.124269628	Ldhb
